Euphorbia dracunculoides,EUPHORBIACEAE
Euphorbia fusiformis,EUPHORBIACEAE
Euphorbia granulata,EUPHORBIACEAE
Euphorbia helioscopia,EUPHORBIACEAE
Euphorbia hirta,EUPHORBIACEAE
Euphorbia hypericifolia,EUPHORBIACEAE
Euphorbia nivulea,EUPHORBIACEAE
Euphorbia thomsoniana,EUPHORBIACEAE
Euphrasia officinalis,SCROPHULARIACEAE
Euploca strigosa,BORAGINACEAE
Euryale ferox,NYMPHAEACEAE
Eurycoma longifolia,SIMAROUBACEAE
Evodia lunu-ankenda,RUTACEAE
Evolvulus alsinoides,CONVOLVULACEAE
Exacum bicolor,GENTIANACEAE
Exacum pedunculatum,GENTIANACEAE
Exacum tetragonum,GENTIANACEAE
Excoecaria acerifolia,EUPHORBIACEAE
Excoecaria agallocha,EUPHORBIACEAE
Fagonia cretica,ZYGOPHYLLACEAE
Fagopyrum dibotrys,POLYGONACEAE
Fagopyrum esculentum,POLYGONACEAE
Fagopyrum tataricum,POLYGONACEAE
Fagraea racemosa,LOGANIACEAE
Farsetia hamiltonii,BRASSICACEAE
Farsetia jacquemontii,BRASSICACEAE
Ferula asa-foetida,APIACEAE
Ferula galbaniflua,APIACEAE
Ferula jaeschkeana,APIACEAE
Ferula narthex,APIACEAE
Ficus amplissima,MORACEAE
Ficus arnottiana,MORACEAE
Ficus benghalensis,MORACEAE
Ficus benjamina,MORACEAE
Ficus carica,MORACEAE
Ficus dalhousiae,MORACEAE
Ficus exasperata,MORACEAE
Ficus fistulosa,MORACEAE
Ficus heterophylla,MORACEAE
Ficus hispida,MORACEAE
Ficus microcarpa,MORACEAE
Ficus palmata,MORACEAE
Ficus racemosa,MORACEAE
Ficus religiosa,MORACEAE
Ficus ribes,MORACEAE
Ficus rumphii,MORACEAE
Ficus semicordata,MORACEAE
Ficus talbotii,MORACEAE
Ficus tinctoria,MORACEAE
Ficus virens,MORACEAE
Fimbristylis falcata,CYPERACEAE
Flacourtia indica,FLACOURTIACEAE
Flacourtia jangomas,FLACOURTIACEAE
Flagellaria indica,FLAGELLARIACEAE
Flemingia chappar,FABACEAE
Flemingia macrophylla,FABACEAE
Flemingia nana,FABACEAE
Flemingia strobilifera,FABACEAE
Flemingia tuberosa,FABACEAE
Foeniculum vulgare,APIACEAE
Frankenia pulverulenta,FRANKENIACEAE
Fraxinus floribunda,OLEACEAE
Fraxinus hookeri,OLEACEAE
Fraxinus ornus,OLEACEAE
Fritillaria cirrhosa,LILIACEAE
Fritillaria imperialis,LILIACEAE
Fucus vesiculosus,FUCACEAE
Fumaria indica,FUMARIACEAE
Fumaria parviflora,FUMARIACEAE
Galeopsis tetrahit,LAMIACEAE
Galium aparine,RUBIACEAE
Galium elegans,RUBIACEAE
Galium verum,RUBIACEAE
Garcinia cambogia,CLUSIACEAE
Garcinia cowa,CLUSIACEAE
Garcinia indica,CLUSIACEAE
Garcinia mangostana,CLUSIACEAE
Garcinia morella,CLUSIACEAE
Garcinia pedunculata,CLUSIACEAE
Garcinia tinctoria,CLUSIACEAE
Gardenia campanulata,RUBIACEAE
Gardenia gummifera,RUBIACEAE
Gardenia jasminoides,RUBIACEAE
Gardenia resinifera,RUBIACEAE
Gardenia turgida,RUBIACEAE
Garuga pinnata,BURSERACEAE
Gaultheria fragrantissima,ERICACEAE
Gelonium multiflorum,EUPHORBIACEAE
Geranium lucidum,GERANIACEAE
Geranium mascatense,GERANIACEAE
Geranium molle,GERANIACEAE
Geranium nepalense,GERANIACEAE
Geranium nepalense,GERANIACEAE
Geranium pusillum,GERANIACEAE
Geranium robertianum,GERANIACEAE
Geranium rotundifolium,GERANIACEAE
Geranium wallichianum,GERANIACEAE
Gerbera piloselloides,ASTERACEAE
Geum elatum,ROSACEAE
Girardinia diversifolia,URTICACEAE
Gironniera cuspidata,ULMACEAE
Gisekia pharmaceoides,FICOIDEAE
Gleditsia triacanthos,CAESALPINIACEAE
Glinus lotoides,FICOIDEAE
Glinus oppositifolius,FICOIDEAE
Glochidion hohenackeri,EUPHORBIACEAE
Glochidion zeylanicum,EUPHORBIACEAE
Gloriosa superba,LILIACEAE
Glossocardia bosvallia,ASTERACEAE
Glossogyne bidens,ASTERACEAE
Glycine max,FABACEAE
Glycirrhiza glabra,FABACEAE
Glycosmis arborea,RUTACEAE
Gmelina arborea,VERBENACEAE
Gmelina asiatica,VERBENACEAE
Gnaphalium luteo-album,ASTERACEAE
Gnidia glauca,THYMELAEACEAE
Gordonia obtusa,THEACEAE
Gossypium arboreum,MALVACEAE
Gossypium herbaceum,MALVACEAE
Gouania leptostachya,RHAMNACEAE
Grewia hirsuta,TILIACEAE
Grewia sclerophylla,TILIACEAE
Grewia subinaequalis,TILIACEAE
Grewia tenax,TILIACEAE
Grewia tiliifolia,TILIACEAE
Grewia villosa,TILIACEAE
Guaiacum officinale,ZYGOPHYLLACEAE
Guazuma ulmifolia,STERCULIACEAE
Guettarda speciosa,RUBIACEAE
Gymnema sylvestre,ASCLEPIADACEAE
Gymnopetalum cochinchinensis,CUCURBITACEAE
Gymnostachyum febrifugum,ACANTHACEAE
Gynocardia odorata,FLACOURTIACEAE
Habenaria commelinifolia,ORCHIDACEAE
Haematoxylum campechianum,MIMOSACEAE
Haldina cordifolia,RUBIACEAE
Haloxylon griffithii,AMARANTHACEAE
Haloxylon recurvum,CHENOPODIACEAE
Haloxylon salicornicum(Moq.),CHENOPODIACEAE
Haplanthus tentaculatus,ACANTHACEAE
Haplanthus vericillatus,ACANTHACEAE
Harpullia arborea,SAPINDACEAE
Hedychium coronarium,ZINGIBERACEAE
Hedyotis scandens,RUBIACEAE
Hedyotis umbellata,RUBIACEAE
Hedyotis verticillata,RUBIACEAE
Helianthus annuus,ASTERACEAE
Helianthus tuberosus,ASTERACEAE
Helicteres isora,STERCULIACEAE
Heliotropium bacciferum,BORAGINACEAE
Heliotropium curassavicum,BORAGINACEAE
Heliotropium ellipticum,BORAGINACEAE
Heliotropium indicum,BORAGINACEAE
Heliotropium ovalifolium,BORAGINACEAE
Heliotropium strigosum,BORAGINACEAE
Hemerocallis fulva,LILIACEAE
Hemidesmus indicus,ASCLEPIADACEAE
Heracleum lanatum,APIACEAE
Heritiera littoralis,STERCULIACEAE
Herniaria glabra,ILLECEBRACEAE
Herniaria hirsuta,ILLECEBRACEAE
Heterophragma quadriloculare,BIGNONIACEAE
Heteropogon contortus,POACEAE
Hibiscus cannabinus,MALVACEAE
Hibiscus furcatus,MALVACEAE
Hibiscus mutabilis,MALVACEAE
Hibiscus ovalifolius,MALVACEAE
Hibiscus rosa-sinensis,MALVACEAE
Hibiscus sabdariffa,MALVACEAE
Hibiscus surattensis,MALVACEAE
Hibiscus syriacus,MALVACEAE
Hibiscus tiliaceus,MALVACEAE
Hibiscus trionum,MALVACEAE
Hieracium vulgatum,ASTERACEAE
Hierochloe laxa,POACEAE
Hippohae tibetana,ELAEAGNACEAE
Hiptage benghalensis,MALPIGHIACEAE
Holarrhena antudysentrica,APOCYNACEAE
Holarrhena antudysentrica,APOCYNACEAE
Holarrhena mitis,APOCYNACEAE
Holigrana arnottiana,ANACARDIACEAE
Holigrana longifolia,ANACARDIACEAE
Holoptelea integrifolia,ULMACEAE
Holostemma ada-kodien,ASCLEPIADACEAE
Holostemma rheedii,ASCLEPIADACEAE
Holosteum umbellatum,CARYOPHYLLACEAE
Homalomena aromatica,ARACEAE
Homonoia riperia,EUPHORBIACEAE
Hopea odorata,DIPTEROCARPACEAE
Hoppea dichotoma,GENTIANACEAE
Hordeum vulgare,POACEAE
Horsfieldia irya,MYRISTICACEAE
Horsfieldia kingii,MYRISTICACEAE
Houttuynia cordata,SAURURACEAE
Hovenia acerba,RHAMNACEAE
Hugonia mystax,LINACEAE
Humboldtia vahliana,CAESALPINIACEAE
Hura crepitans,EUPHORBIACEAE
Hybanthus enneaspermus,VIOLACEAE
Hydnocarpus kurzii,FLACOURTIACEAE
Hydnocarpus pentandra,FLACOURTIACEAE
Hydrangea aspera,SAXIFRAGACEAE
Hydrangea macrophylla,SAXIFRAGACEAE
Hydrocharis dubia,HYDROCHARITACEAE
Hydrocotyl javanica,APIACEAE
Hydrocotyl sibthorpioides,APIACEAE
Hydrolea zeylanica,HYDROPHYLLACEAE
Hygrophila auriculata,ACANTHACEAE
Hygrophila salicifolia,ACANTHACEAE
Hygroryza aristata,POACEAE
Hymenodictyon orixense,RUBIACEAE
Hyoscyamus niger,SOLANACEAE
Hypericum laxum,HYPERICACEAE
Hypericum perforatum,HYPERICACEAE
Hypericum uralum,HYPERICACEAE
Hypoxis aurea,AMARYLLIDACEAE
Hyptis capitata,LAMIACEAE
Hyptis suaveolens,LAMIACEAE
Hyssopus officinalis,LAMIACEAE
Iberis amara,BRASSICACEAE
Ichnocarpus frutescens,APOCYNACEAE
Ilex paraguariensis,AQUIFOLIACEAE
Impatiens balsamina,BALSAMINACEAE
Impatiens chinensis,BALSAMINACEAE
Impatiens tripetala,BALSAMINACEAE
Indigofera aspalathoides,FABACEAE
Indigofera astragalina,FABACEAE
Indigofera cassioides,FABACEAE
Indigofera coerulea,FABACEAE
Indigofera glabra,FABACEAE
Indigofera glandulosa,FABACEAE
Indigofera linifolia,FABACEAE
Indigofera linnaei,FABACEAE
Indigofera oblongifolia,FABACEAE
Indigofera suffruticosa,FABACEAE
Indigofera tinctoria,FABACEAE
Indigofera trifoliata,FABACEAE
Indigofera trita,FABACEAE
Inula graveolens,ASTERACEAE
Inula recemosa,ASTERACEAE
Ipomoea alba,CONVOLVULACEAE
Ipomoea aquatica,CONVOLVULACEAE
Ipomoea batatas,CONVOLVULACEAE
Ipomoea cairica,CONVOLVULACEAE
Ipomoea coptica,CONVOLVULACEAE
Ipomoea dasysperma,CONVOLVULACEAE
Ipomoea eriocarpa,CONVOLVULACEAE
Ipomoea hederifolia,CONVOLVULACEAE
Ipomoea muricata,CONVOLVULACEAE
Ipomoea nil,CONVOLVULACEAE
Ipomoea obscura(L.),CONVOLVULACEAE
Ipomoea paniculata,CONVOLVULACEAE
Ipomoea pes-caprae,CONVOLVULACEAE
Ipomoea pes-tigridis,CONVOLVULACEAE
Ipomoea purga,CONVOLVULACEAE
Ipomoea purpurea,CONVOLVULACEAE
Ipomoea quamoclit,CONVOLVULACEAE
Ipomoea sepiaria,CONVOLVULACEAE
Ipomoea tuberosa,CONVOLVULACEAE
Ipomoea violacea,CONVOLVULACEAE
Iris domestica,IRIDACEAE
Ixora arborea,RUBIACEAE
Ixora coccinea,RUBIACEAE
Ixora nigricans,RUBIACEAE
Jasminum angustifolium,OLEACEAE
Jasminum arborescens,OLEACEAE
Jasminum azoricum,OLEACEAE
Jasminum grandiflorum,OLEACEAE
Jasminum multiflorum,OLEACEAE
Jasminum officinale,OLEACEAE
Jasminum ritchiei,OLEACEAE
Jasminum rottlerianum,OLEACEAE
Jasminum sambac,OLEACEAE
Jasminum scandens,OLEACEAE
Jateorhiza palmata,MENISPERMACEAE
Jatropha curcas,EUPHORBIACEAE
Jatropha glandulifera,EUPHORBIACEAE
Jatropha gossypifolia,EUPHORBIACEAE
Jatropha multifida,EUPHORBIACEAE
Jatropha nana,EUPHORBIACEAE
Juglans regia,JUGLANDACEAE
Juncellus inundatus,CYPERACEAE
Juncus effusus,JUNCACEAE
Juniperus communis,CUPRESSACEAE
Juniperus polycarpus,CUPRESSACEAE
Juniperus recurva,CUPRESSACEAE
Jurinea dolomiaea,ASTERACEAE
Justicia adhatoda,ACANTHACEAE
Justicia betonica,ACANTHACEAE
Justicia gendarussa,ACANTHACEAE
Justicia procumbens,ACANTHACEAE
Kaempferia rotunda,ZINGIBERACEAE
Kalanchoe integra,CRASSULACEAE
Kalanchoe laciniata,CRASSULACEAE
Kedrostis rostrata,CUCURBITACEAE
Kendelia rheedii,RHIZOPHORACEAE
Kickxia ramosissima,SCROPHULARIACEAE
Kigelia pinnata,BIGNONIACEAE
Kingiodendron pinnatum,CAESALPINIACEAE
Kirganelia reticulata,EUPHORBIACEAE
Kleinhovia hospita,STERCULIACEAE
Knema angustifolia,MYRISTICACEAE
Kochia indica,CHENOPODIACEAE
Kochia scoparia,CHENOPODIACEAE
Kokoona zeylanica,CELASTRACEAE
Krameria triandra,POLYGALACEAE
Kydia calycina,MALVACEAE
Kyllinga brevifolia,CYPERACEAE
Kyllinga nemoralis,CYPERACEAE
Lablab purpureus,FABACEAE
Lactuca indica,ASTERACEAE
Lactuca remotiflora,ASTERACEAE
Lactuca runcinata,ASTERACEAE
Lactuca sativa,ASTERACEAE
Lactuca scariola,ASTERACEAE
Lagenandra toxicaria,ARACEAE
Lagenaria siceraria,CUCURBITACEAE
Lagerstroemia indica,LYTHRACEAE
Lagerstroemia speciosa,LYTHRACEAE
Lallemantia royleana,LAMIACEAE
Laminaria saccharina,PHAEOPHYCEAE
Lamium album,LAMIACEAE
Lamium amplexicaule,LAMIACEAE
Lamprachaenium microcephalum,ASTERACEAE
Lannea coromandelica,ASTERACEAE
Lasia spinosa,ARACEAE
Lathyrus aphaca,FABACEAE
Lathyrus odoratus,FABACEAE
Lathyrus pratensis,FABACEAE
Lathyrus sativus,FABACEAE
Lathyrus sphaericus,FABACEAE
Launaea asplenifolia,ASTERACEAE
Launaea resedifolia,ASTERACEAE
Launaea sarmentosa,ASTERACEAE
Laurentia longiflora,CAMPANULACEAE
Lavandula bipinnata,LAMIACEAE
Lavandula stoechas,LAMIACEAE
Lavandula vera,LAMIACEAE
Lawsonia inermis,LYTHRACEAE
Leea aequata,LEEACEAE
Leea crispa,LEEACEAE
Leea indica,LEEACEAE
Leea macrophylla,LEEACEAE
Lens culinaris,FABACEAE
Leonotis nepetaiefolia,LAMIACEAE
Leonurus cardiaca,LAMIACEAE
Leonurus sibiricus,LAMIACEAE
Lepidagathis cristata,ACANTHACEAE
Lepidagathis hamiltoniana,ACANTHACEAE
Lepidagathis incurva,ACANTHACEAE
Lepidagathis trinervis,ACANTHACEAE
Lepidium iberis,BRASSICACEAE
Lepidium latifolium,BRASSICACEAE
Lepidium sativum,BRASSICACEAE
Leptadenia reticulata,ASCLEPIADACEAE
Leucaena glauca,MIMOSACEAE
Leucas aspera,LAMIACEAE
Leucas cephalotus,LAMIACEAE
Leucas lavandulifolia,LAMIACEAE
Leucas stelligera,LAMIACEAE
Leucas zeylanica,LAMIACEAE
Licuala spinosa,ARECACEAE
Lilium giganteum,LILIACEAE
Lilium martagon,LILIACEAE
Lilium tigrinum,LILIACEAE
Lilium wallichianum,LILIACEAE
Limnophila aromatica,SCROPHULARIACEAE
Limnophila indica,SCROPHULARIACEAE
Limnophila rugosa,SCROPHULARIACEAE
Limonia acidissima,RUTACEAE
Lindera caudata,LAURACEAE
Lindera neesiana,LAURACEAE
Linderbergia indica,SCROPHULARIACEAE
Lindernia anagallis,SCROPHULARIACEAE
Lindernia crustacea,SCROPHULARIACEAE
Lindernia oppositifolia,SCROPHULARIACEAE
Lindernia procumbens,SCROPHULARIACEAE
Lindernia ruelloides,SCROPHULARIACEAE
Linum usitatissimum,LINACEAE
Liriodendron tulipifera,MAGNOLIACEAE
Litchi chinensis,SAPINDACEAE
Lithospermum arvensis,BORAGINACEAE
Lithospermum officinale,BORAGINACEAE
Litsea cubeba,LAURACEAE
Litsea lancifolia,LAURACEAE
Litsea monopetala,LAURACEAE
Litsea stocksii,LAURACEAE
Lobelia inflata,LOBELIACEAE
Lobelia leschenaultiana,LOBELIACEAE
Lobelia nicotianifolia,LOBELIACEAE
Lobelia pyramidalis,LOBELIACEAE
Lolium temulentum,POACEAE
Lonicera japonica,CAPRIFOLIACEAE
Lonicera periclymenum,CAPRIFOLIACEAE
Lonicera semenovii,CAPRIFOLIACEAE
Loxococcus rupicola,ARECACEAE
Ludwigia adscendens,ONAGRACEAE
Ludwigia octovalvis,ONAGRACEAE
Ludwigia perennis,ONAGRACEAE
Ludwigia prostrata,ONAGRACEAE
Luffa acutangula,CUCURBITACEAE
Luffa cylindrica(L.),CUCURBITACEAE
Luffa echinata,CUCURBITACEAE
Luisia tenuifolia,CUCURBITACEAE
Lumnitzera racemosa,COMBRETACEAE
Lupinus albus,FABACEAE
Lupinus angustifolius,FABACEAE
Lupinus luteus,FABACEAE
Luvunga scandens,RUTACEAE
Lychnis coronaria,CARYOPHYLLACEAE
Lycium barbarum,SOLANACEAE
Lycopodium cernuum,LYCOPODIACEAE
Lycopodium clavatum,LYCOPODIACEAE
Lycopus europaeus,LAMIACEAE
Lygodium flexuosum,LYGODIACEAE
Lygodium japonicum,LYGODIACEAE
Lygodium microphyllum,LYGODIACEAE
Lyonia ovalifolia,LYGODIACEAE
Macaranga denticulata,PROTEACEAE
Macaranga indica,EUPHORBIACEAE
Macaranga peltata,EUPHORBIACEAE
Madhuca butyracea,MORACEAE
Madhuca longifolia,SAPOTACEAE
Magnolia grandifolia,CAPPARACEAE
Mahonia borealis,BERBERIDACEAE
Mahonia sikkimensis,BERBERIDACEAE
Majorana hortensis,BERBERIDACEAE
Malachra capitata,LAMIACEAE
Mallotus philippensis,EUPHORBIACEAE
Malpighia glabra,MALPIGHIACEAE
Malpighia punicifolia,MALPIGHIACEAE
Malus pumila,MALPIGHIACEAE
Malus sylvestris,ROSACEAE
Malva parvifolia,ROSACEAE
Malva rotundifolia,MALVACEAE
Malva sylvestris,MALVACEAE
Malva verticillata,MALVACEAE
Malvastrum coromandelianum,MALVACEAE
Mandragora officinarum,CLUSIACEAE
Mangifera indica,ANACARDIACEAE
Manihot esculenta,EUPHORBIACEAE
Manilkara hexandra,EUPHORBIACEAE
Manilkara kauki,SAPOTACEAE
Marrubium vulgare,MARANTACEAE
Marsdenia roylei,ASCLEPIADACEAE
Marsdenia tenacissima,ASCLEPIADACEAE
Marsdenia tinctoria,ASCLEPIADACEAE
Marsilea minuta,MARSILEACEAE
Matricaria chamomilla,ASTERACEAE
Matthiola incana,ASTERACEAE
Maytenus emarginata,BRASSICACEAE
Measa chisia,CELASTRACEAE
Measa indica,MYRSINACEAE
Measa ramentacea,MYRSINACEAE
Medicago sativa,FABACEAE
Melanorrhoea usiata,ANACARDIACEAE
Melastoma malabathricum,MELASTOMATACEAE
Melia azedarach,MELIACEAE
Melilotus alba,FABACEAE
Melilotus indica,FABACEAE
Melilotus officinalis,FABACEAE
Melissa axillaris,LAMIACEAE
Melochia corchorifolia,STERCULIACEAE
Melodinus monogynus,APOCYNACEAE
Melothria amplexicaulis,CUCURBITACEAE
Melothria maderaspatana,CUCURBITACEAE
Melothria scabra,CUCURBITACEAE
Memecylon angustifolium,MELASTOMATACEAE
Memecylon umbellatum,MELASTOMATACEAE
Mentha aquatica,LAMIACEAE
Mentha arvensis,LAMIACEAE
Mentha longifolia,LAMIACEAE
Mentha piperita,LAMIACEAE
Mentha pulegium,LAMIACEAE
Mentha sativa,LAMIACEAE
Mentha spicata,LAMIACEAE
Mentha verticillata,LAMIACEAE
Menyanthes trifoliata,MENYANTHACEAE
Meriandra bengalensis,LAMIACEAE
Meriandra strobilifera,LAMIACEAE
Merremia dissecta,CONVOLVULACEAE
Merremia gangetica,CONVOLVULACEAE
Merremia tridentata,CONVOLVULACEAE
Merremia turpethum,CONVOLVULACEAE
Merremia umbellata,CONVOLVULACEAE
Merremia vitifolia,CONVOLVULACEAE
Mesua ferrea,CLUSIACEAE
Meyna laxiflora,RUBIACEAE
Michelia champaca,MAGNOLIACEAE
Michelia montana,MAGNOLIACEAE
Michelia nilagirica,MAGNOLIACEAE
Microcos paniculata,TILIACEAE
Micromeria biflora,LAMIACEAE
Micromeria capitellata,LAMIACEAE
Microrhychus nudicaulis,ASTERACEAE
Microsorum scolopendria,POLYPODIACEAE
Mikania cordata,ASTERACEAE
Miliusa velutina,ANNONACEAE
Millettia extensa,FABACEAE
Millettia pachycarpa,FABACEAE
Millettia piscidia,FABACEAE
Millettia racemosa,FABACEAE
Millingtonia hortensis,BIGNONIACEAE
Mimosa pudica,MIMOSACEAE
Mimosa rubicaulis,MIMOSACEAE
Mimulus moschatus,SCROPHULARIACEAE
Mimulus strictus,SCROPHULARIACEAE
Mimusops elengi,SAPOTACEAE
Mitragyna parvifolia,RUBIACEAE
Mitragyna rotundifolia,RUBIACEAE
Mollugo cerviana,MOLLUGINACEAE
Mollugo nudicaulis,MOLLUGINACEAE
Mollugo pentaphylla,MOLLUGINACEAE
Monotropa uniflora,MONOTROPACEAE
Morinda citrifolia,RUBIACEAE
Morinda umbellata,RUBIACEAE
Moringa concanensis,MORINGACEAE
Moringa oleifera,MORINGACEAE
Mormordica balsamina,CUCURBITACEAE
Mormordica charantia,CUCURBITACEAE
Mormordica cochinchinensis,CUCURBITACEAE
Mormordica dioica,CUCURBITACEAE
Morus alba,MORACEAE
Morus australis,MORACEAE
Morus nigra,MORACEAE
Moschosma polystachyum,LAMIACEAE
Mucuna gigantea,FABACEAE
Mucuna monosperma,FABACEAE
Mucuna nigricans,FABACEAE
Mucuna pruriens,FABACEAE
Murdannia scapiflora,COMMELINACEAE
Murraya koenigii,RUTACEAE
Murraya paniculata,RUTACEAE
Musa paradisiaca,MUSACEAE
Mussaenda glabra,RUBIACEAE
Mussaenda glabrata,RUBIACEAE
Myrica esculenta,MYRICACEAE
Myricaria bracteata,TAMARICACEAE
Myristica dactyloides,MYRISTICACEAE
Myristica fragrans,MYRISTICACEAE
Myristica malabarica,MYRISTICACEAE
Myrsine africana,MYRSINACEAE
Myrtus communis,MYRTACEAE
Myxopyrum smilacifolium,OLEACEAE
Nannorhops ritchiena,ARECACEAE
Nardostachys grandiflora,VALERIANACEAE
Naringi crenulata,RUTACEAE
Nelumbo nucifera,NYMPHAEACEAE
Neolitsea cassia,LAURACEAE
Olea dioica,OLEACEAE
Olea europaea,OLEACEAE
Olea ferruginea,OLEACEAE
Olea glandulifera,OLEACEAE
Onosma bracteatum,BORAGINACEAE
Onosma hispidum,BORAGINACEAE
Ophioglossum vulgatum,OPHIOGLOSSACEAE
Ophiorrhiza mungos,RUBIACEAE
Opuntia coccinellifera,CACTACEAE
Opuntia nigricans,CACTACEAE
Oreocnide integrifolia,URTICACEAE
Origanum vulgare,LAMIACEAE
Ormocarpum sennoides,FABACEAE
Orobanche aegyptiaca,OROBANCHACEAE
Oroxylum indicum,BIGNONIACEAE
Orthosiphon grandiflorus,LAMIACEAE
Orthosiphon pallidus,LAMIACEAE
Osbeckia crinita,MELASTOMATACEAE
Osbeckia nepalensis,MELASTOMATACEAE
Osmanthus fragrans,OLEACEAE
Osmunda regalis,OSMUNDACEAE
Ougeinia oojeinensis,FABACEAE
Ouratea angustifolia,OCHNACEAE
Oxalis corniculata,OXALIDACEAE
Oxyria digyna,POLYGONACEAE
Oxystelma secamone,ASCLEPIADACEAE
Pachyrrhizus erosus,FABACEAE
Paederia scandens,RUBIACEAE
Paeonia emodi,PAEONIACEAE
Pajanelia longifolia,BIGNONIACEAE
Panax pseudo-ginseng,ARALIACEAE
Panicum antidotale,POACEAE
Panicum incomtum,POACEAE
Panicum maximum,POACEAE
Papaver argemone,PAPAVERACEAE
Papaver dubium,PAPAVERACEAE
Papaver hybridum,PAPAVERACEAE
Papaver nudicaule,PAPAVERACEAE
Papaver orientale,PAPAVERACEAE
Papaver rhoeas,PAPAVERACEAE
Papaver somniferum,PAPAVERACEAE
Paracalyx scariosa,FABACEAE
Parameria polyneura,APOCYNACEAE
Paramignya angulata,RUTACEAE
Paramignya monophylla,RUTACEAE
Parsonsia helicandra,APOCYNACEAE
Paspalum scrobiculatum,POACEAE
Passiflora edulis,PASSIFLORACEAE
Passiflora foetida,PASSIFLORACEAE
Pavetta crassicaulis,RUBIACEAE
Pavonia odorata,MALVACEAE
Pavonia zeylanica,MALVACEAE
Pedalium murex,PEDALIACEAE
Pedicularis pectinata,SCROPHULARIACEAE
Pedicularis siphonantha,SCROPHULARIACEAE
Pedilanthus tithymaloides,EUPHORBIACEAE
Peganum harmala,RUTACEAE
Pelargonium graveolens,GERANIACEAE
Pellaea hastata,ADIANTACEAE
Pentapetes phoenicea,STERCULIACEAE
Pentatropis spiralis,ASCLEPIADACEAE
Pergularia daemia,ASCLEPIADACEAE
Pericampylus glaucus,MENISPERMACEAE
Perilepta auriculata,ACANTHACEAE
Perilla frutescens,LAMIACEAE
Periploca aphylla,PERIPLOCACEAE
Peristrophe bicalyculata,ACANTHACEAE
Peristrophe roxburghiana,ACANTHACEAE
Perovskia abrotanoides,LAMIACEAE
Petroselinum crispum,APIACEAE
Peucedanum dhana,APIACEAE
Peucedanum grande,APIACEAE
Peucedanum nagpurense,APIACEAE
Phaseolus adenanthus,FABACEAE
Phaseolus lunatus,FABACEAE
Phaseolus vulgaris,FABACEAE
Phlogacanthus thyrsiflorus,ACANTHACEAE
Phoenix dactylifera,ARECACEAE
Phoenix pusilla,ARECACEAE
Phoenix sylvestris,ARECACEAE
Phyla nodiflora,VERBENACEAE
Phyllanthus acidus,EUPHORBIACEAE
Phyllanthus fraternus,EUPHORBIACEAE
Phyllanthus maderaspatensis,EUPHORBIACEAE
Phyllanthus urinaria,EUPHORBIACEAE
Phyllanthus virgatus,EUPHORBIACEAE
Phyllochlamys taxoides,MORACEAE
Physalis angulata,SOLANACEAE
Physalis minima,SOLANACEAE
Physalis peruviana,SOLANACEAE
Physochlaina praealta,SOLANACEAE
Phytolacca acinosa,PHYTOLACCACEAE
Picororhiza kurroa,SCROPHULARIACEAE
Picrasma javanica,SIMAROUBACEAE
Picrasma quassioides,SIMAROUBACEAE
Picris hieracioides,ASTERACEAE
Pilea microphylla,URTICACEAE
Pimpinella anisum,APIACEAE
Pimpinella heyneana,APIACEAE
Pinanga dicksonii,ARECACEAE
Pinus gerardiana,PINACEAE
Pinus roxburghii,PINACEAE
Piper cubeba,PIPERACEAE
Piper longum,PIPERACEAE
Piper retrofractum,PIPERACEAE
Piper sarmentosum,PIPERACEAE
Piper sylvaticum,PIPERACEAE
Piper trioicum,PIPERACEAE
Piper wallichii,PIPERACEAE
Pisonia mitis,NYCTAGINACEAE
Pistacia kinjuk,ANACARDIACEAE
Pistacia lentiscus,ANACARDIACEAE
Pistacia vera,ANACARDIACEAE
Pistia stratiotes,ARACEAE
Pisum sativum,FABACEAE
Pithecellobium angulatum,MIMOSACEAE
Pithecellobium clypearia,MIMOSACEAE
Pithecellobium dulce,MIMOSACEAE
Pithecellobium monadelphum,MIMOSACEAE
Pittosporum napaulense,PITTOSPORACEAE
Plantago amplexicaulis,PLANTAGINACEAE
Plantago himalaica,PLANTAGINACEAE
Plantago lanceolata,PLANTAGINACEAE
Plantago major,PLANTAGINACEAE
Plantago ovata,PLANTAGINACEAE
Plantago psyllium,PLANTAGINACEAE
Platanus orientalis,PLATANACEAE
Plectranthus mollis,LAMIACEAE
Pleopeltis macrocarpa,POLYPODIACEAE
Plesmonium margaritiferum,ARACEAE
Pluchea indica,ASTERACEAE
Pluchea lanceolata,ASTERACEAE
Plumbago indica,PLUMBAGINACEAE
Plumbago zeylanica,PLUMBAGINACEAE
Plumeria alba,APOCYNACEAE
Plumeria rubra,APOCYNACEAE
Plumeria rubra,APOCYNACEAE
Podocarpus neriifolia,PODOCARPACEAE
Pogostemon benghalense,LAMIACEAE
Pogostemon heyneanus,LAMIACEAE
Pogostemon parviflorus,LAMIACEAE
Pogostemon purpurascens,LAMIACEAE
Polyalthia longifolia,ANNONACEAE
Polycarpea corymbosa,CARYOPHYLLACEAE
Polycarpon prostratum,CARYOPHYLLACEAE
Polygala crotalarioides,POLYGALACEAE
Polygala elongata,POLYGALACEAE
Polygala glomerata,POLYGALACEAE
Polygala sibirica,POLYGALACEAE
Polygala telephioides,POLYGALACEAE
Polygonatum multiflorum,LILIACEAE
Polygonum aviculare,POLYGONACEAE
Polygonum barbatum,POLYGONACEAE
